idx,name,ident,format,vendor,is_instrument,primary_category,categories,primary_category_v6,categories_v6
884,VST: MUtility (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\Tools\MUtility.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
885,VST3: MUtility (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MUtility.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
886,VST: MV (airwindows),C:\Program Files\Common Files\VST2\Airwindows\MV64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
887,VST: MV2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\MV264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
888,VST3: MVibrato (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MVibrato.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,Modulation,Modulation
889,VST: MVibrato (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\Modulation\MVibrato.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,Modulation,Modulation
890,VST: MVibratoMB (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\Modulation\MVibratoMB.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,Modulation,Modulation
891,VST3: MVibratoMB (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MVibratoMB.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,Modulation,Modulation
892,VST: MVintageRotary (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\Modulation\MVintageRotary.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,Modulation,Modulation
893,VST3: MVintageRotary (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MVintageRotary.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,Modulation,Modulation
894,VST3: MVocoder (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MVocoder.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
895,VST: MVocoder (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\Filter\MVocoder.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
896,VST3: MWaveFolder (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MWaveFolder.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
897,VST: MWaveFolder (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\Distortion\MWaveFolder.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
898,VST: MWaveFolderMB (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\Distortion\MWaveFolderMB.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
899,VST3: MWaveFolderMB (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MWaveFolderMB.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
900,VST: MWaveShaper (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\Distortion\MWaveShaper.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
901,VST3: MWaveShaper (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MWaveShaper.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
902,VST: MWaveShaperMB (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\Distortion\MWaveShaperMB.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
903,VST3: MWaveShaperMB (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MWaveShaperMB.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
904,VST3: MWobbler (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MWobbler.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
905,VST: MWobbler (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\Filter\MWobbler.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
906,VST: MWobblerMB (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\Filter\MWobblerMB.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
907,VST3: MWobblerMB (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MWobblerMB.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
908,VST3: MXXX (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\MXXX.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
909,VST: MXXX (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\MXXX.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
910,VST3: MXXX1 (MeldaProduction),C:\Program Files\Common Files\VST3\MeldaProduction\MXXX1.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
911,VST: MXXX1 (MeldaProduction),C:\Program Files\VSTPlugins\MeldaProduction\MXXX1.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
912,VST3: MXXX6in6out (MeldaProduction) (12ch),C:\Program Files\Common Files\VST3\MeldaProduction\MXXX6in6out.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
913,VST: MXXX6in6out (MeldaProduction) (12ch),C:\Program Files\VSTPlugins\MeldaProduction\MXXX6in6out.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
914,VST3: MXXX6out (MeldaProduction) (4->12ch),C:\Program Files\Common Files\VST3\MeldaProduction\MXXX6out.vst3,VST3,MeldaProduction,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
915,VST: MXXX6out (MeldaProduction) (4->12ch),C:\Program Files\VSTPlugins\MeldaProduction\MXXX6out.dll,VST,MeldaProduction,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
916,VST3: NastyDLAmkIII (Variety Of Sound),C:\Program Files\Common Files\VST3\NastyDLAmkIII (64).vst3,VST3,Variety Of Sound,False,Other/Unknown,Other/Unknown,Delay,Delay
917,VST: NaturalizeDither (airwindows),C:\Program Files\Common Files\VST2\Airwindows\NaturalizeDither64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Dither/NoiseShaping,Dither/NoiseShaping
918,VST: NC-17 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\NC-1764.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
919,VST: NCAR (AnalogObsession) (16ch),C:\Program Files\Common Files\VST2\NCAR.dll,VST,AnalogObsession,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
920,VST: NEOLD BIG AL (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\NEOLD BIG AL.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
921,VST: NEOLD OLDTIMER (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\NEOLD OLDTIMER.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
922,VST: NEOLD U2A (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\NEOLD U2A.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
923,VST: NEOLD U17 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\NEOLD U17.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
924,VST: NEOLD V76U73 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\NEOLD V76U73.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
925,VST: NEOLD WARBLE (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\NEOLD WARBLE.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,LoFi/Degrade; MultiFX/ChannelStrip
926,VST: NEOLD WUNDERLICH (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\NEOLD WUNDERLICH.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
927,VST3: NEQME (AnalogObsession),C:\Program Files\Common Files\VST3\NEQME.vst3\Contents\x86_64-win\NEQME.vst3,VST3,AnalogObsession,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
928,VST3: Neutone FX (Neutone),C:\Program Files\Common Files\VST3\Neutone FX.vst3\Contents\x86_64-win\Neutone FX.vst3,VST3,Neutone,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
929,VST: Neverland (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Neverland64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
930,VST: Nibiru 3 (x86) (benoit serrano),C:\Program Files (x86)\Steinberg\VSTPlugins\Nibiru 3.dll,VST,benoit serrano,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
931,VST: Nikola (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Nikola64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
932,VST: NodeDither (airwindows),C:\Program Files\Common Files\VST2\Airwindows\NodeDither64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Dither/NoiseShaping,Dither/NoiseShaping
933,VST: Noise (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Noise64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Noise/Generator,Dither/NoiseShaping; Noise/Generator
934,VST3: Noise-Reducer (Viator DSP),C:\Program Files\Common Files\VST3\viator-de-noiser-windows.vst3,VST3,Viator DSP,False,Other/Unknown,Other/Unknown,Noise/Generator,Noise/Generator
935,VST: NonlinearSpace (airwindows),C:\Program Files\Common Files\VST2\Airwindows\NonlinearSpace64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
936,VST: NotJustAnotherCD (airwindows),C:\Program Files\Common Files\VST2\Airwindows\NotJustAnotherCD64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
937,VST: NotJustAnotherDither (airwindows),C:\Program Files\Common Files\VST2\Airwindows\NotJustAnotherDither64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Dither/NoiseShaping,Dither/NoiseShaping
938,VST3: OAQ (AnalogObsession),C:\Program Files\Common Files\VST3\OAQ.vst3,VST3,AnalogObsession,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
939,VST3i: OB-Xd (discoDSP),C:\Program Files\Common Files\VST3\OB-Xd 3.vst3\Contents\x86_64-win\OB-Xd 3.vst3,VST3I,discoDSP,True,Instruments,Instruments,Instruments,Instruments
940,VST3i: Odin2 (TheWaveWarden),C:\Program Files\Common Files\VST3\Odin2.vst3,VST3I,TheWaveWarden,True,Instruments,Instruments,Instruments,Instruments
941,VST: OkaiR2R (EvilTurtleProductions),C:\Program Files\Common Files\VST3\OkaiR2R.dll,VST,EvilTurtleProductions,False,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion
942,VST3: OkaiR2R (EvilTurtleProductions),C:\Program Files\Common Files\VST3\OkaiR2R.vst3,VST3,EvilTurtleProductions,False,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion
943,VST: OldComms (EvilTurtleProductions),C:\Program Files\Common Files\VST3\OldComms.dll,VST,EvilTurtleProductions,False,Dynamics,Dynamics,Dynamics,Dynamics
944,VST3: OldComms (EvilTurtleProductions),C:\Program Files\Common Files\VST3\OldComms.vst3,VST3,EvilTurtleProductions,False,Dynamics,Dynamics,Dynamics,Dynamics
945,VST3: OldSkoolVerb (Voxengo),C:\Program Files\Common Files\VST3\OldSkoolVerb.vst3,VST3,Voxengo,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
946,VST: OneCornerClip (airwindows),C:\Program Files\Common Files\VST2\Airwindows\OneCornerClip64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Limiter/Clipper,Dynamics; Limiter/Clipper
947,VST: OrbitKick (airwindows),C:\Program Files\Common Files\VST2\Airwindows\OrbitKick64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
948,VST3: OSS (AnalogObsession),C:\Program Files\Common Files\VST3\OSS.vst3,VST3,AnalogObsession,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
949,VST3: OTT (Xfer Records),C:\Program Files\Common Files\VST3\OTT.vst3,VST3,Xfer Records,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
950,VST: Overheads (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Overheads64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
951,VST3: OverHeat (Sampleson),C:\Program Files\Common Files\VST3\Acon Digital\OverHeat.vst3,VST3,Sampleson,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
952,VST3: Overtone GEQ (Voxengo),C:\Program Files\Common Files\VST3\Overtone GEQ.vst3,VST3,Voxengo,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
953,VST3: Ozone 12 Equalizer (iZotope),C:\Program Files\Common Files\VST3\iZotope\Ozone 12 Equalizer.vst3,VST3,iZotope,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
954,"VST: Ozone Imager 2 (iZotope, Inc.)",C:\Program Files\Steinberg\VSTPlugins\Ozone Imager 2.dll,VST,"iZotope, Inc.",False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
955,"VST3: Ozone Imager 2 (iZotope, Inc.)",C:\Program Files\Common Files\VST3\iZotope\Ozone Imager 2.vst3,VST3,"iZotope, Inc.",False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
956,VST: Pafnuty (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Pafnuty64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
957,VST: Pafnuty2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Pafnuty264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
958,VST3: Panagement 2 (Auburn Sounds),C:\Program Files\Common Files\VST3\Auburn Sounds Panagement 2-64.vst3,VST3,Auburn Sounds,False,Other/Unknown,Other/Unknown,Spatial/Imaging,Spatial/Imaging
959,VST3: Panflow (Audiomodern),C:\Program Files\Common Files\VST3\Panflow.vst3,VST3,Audiomodern,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
960,VST: Parametric (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Parametric64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
961,VST: PaulDither (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PaulDither64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Dither/NoiseShaping,Dither/NoiseShaping
962,VST: PaulWide (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PaulWide64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
963,VST3: PaulXStretch (Sonosaurus) (18ch),C:\Program Files\Common Files\VST3\PaulXStretch.vst3\Contents\x86_64-win\PaulXStretch.vst3,VST3,Sonosaurus,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
964,VST: PDBuss (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PDBuss64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
965,VST: PDChannel (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PDChannel64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
966,VST: PeaksOnly (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PeaksOnly64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
967,VST: Pear (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Pear64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
968,VST: Pear2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Pear264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
969,VST3i: Pendulate (Newfangled Audio),C:\Program Files\Common Files\VST3\Newfangled Audio\Pendulate.vst3,VST3I,Newfangled Audio,True,Instruments,Instruments,Instruments,Instruments
970,VST: PhaseNudge (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PhaseNudge64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
971,VST3: Pitch Drift (BABY Audio),C:\Program Files\Common Files\VST3\Pitch Drift.vst3\Contents\x86_64-win\Pitch Drift.vst3,VST3,BABY Audio,False,Pitch/Time,Pitch/Time,Pitch/Time,Pitch/Time
972,VST: Pitch Drift (x86) (BABY Audio),C:\Program Files (x86)\Steinberg\VSTPlugins\Pitch Drift.dll,VST,BABY Audio,False,Pitch/Time,Pitch/Time,Pitch/Time,Pitch/Time
973,VST: PitchDelay (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PitchDelay64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Delay,Delay
974,VST3: PitchedDelay (Lkjb),C:\Program Files\Common Files\VST3\lkjb_PitchedDelay.vst3,VST3,Lkjb,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
975,VST: PitchNasty (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PitchNasty64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
976,VST: PlatinumSlew (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PlatinumSlew64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
977,VST3: Platone Studio Alton Limiter (Platone Studio Ltd.),C:\Program Files\Common Files\VST3\Platone Studio Alton Limiter.vst3,VST3,Platone Studio Ltd.,False,Dynamics,Dynamics,Limiter/Clipper,Dynamics; Limiter/Clipper
978,VST: PocketVerbs (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PocketVerbs64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Reverb,Reverb
979,VST: Pockey (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Pockey64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
980,VST: Pockey2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Pockey264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
981,VST: Podcast (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Podcast64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
982,VST: PodcastDeluxe (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PodcastDeluxe64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
983,VSTi: Podolski (u-he),C:\Program Files\Common Files\VST3\Podolski(x64).dll,VSTI,u-he,True,Instruments,Instruments,Instruments,Instruments
984,VST3i: Podolski (u-he),C:\Program Files\Common Files\VST3\Podolski(x64).vst3,VST3I,u-he,True,Instruments,Instruments,Instruments,Instruments
985,VSTi: Podolski (x86) (u-he),C:\Program Files (x86)\Steinberg\VSTPlugins\Podolski.dll,VSTI,u-he,True,Instruments,Instruments,Instruments,Instruments
986,VST: Point (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Point64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
987,VSTi: PolyGAS (x86) (Stone Voices),C:\Program Files\Common Files\VST2\PolyGAS32.dll,VSTI,Stone Voices,True,Instruments,Instruments,Instruments,Instruments
988,VST: Pop (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Pop64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
989,VST: Pop2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Pop264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
990,VST: Pop3 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Pop364.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
991,VST: PowerSag (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PowerSag64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
992,VST: PowerSag2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PowerSag264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
993,VST3: PreBOX (AnalogObsession),C:\Program Files\Common Files\VST3\PreBOX.vst3\Contents\x86_64-win\PreBOX.vst3,VST3,AnalogObsession,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
994,VST: Precious (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Precious64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
995,VST: Predatohm (Ohm Force),C:\Program Files\VSTPlugins\Predatohm_vstwin_x64.dll,VST,Ohm Force,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
996,VST: preFIX (Variety Of Sound),C:\Program Files\Common Files\VST3\preFIX (64).dll,VST,Variety Of Sound,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
997,VST: Preponderant (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Preponderant64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
998,VST: Pressure4 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Pressure464.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
999,VST: Pressure5 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Pressure564.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1000,VST3: Protoverb (u-he),C:\Program Files\Common Files\VST3\Protoverb(x64).vst3,VST3,u-he,False,Reverb,Reverb,Reverb,Reverb
1001,VST: Protoverb (u-he),C:\Program Files\Common Files\VST3\Protoverb(x64).dll,VST,u-he,False,Reverb,Reverb,Reverb,Reverb
1002,VST: Protoverb (x86) (u-he),C:\Program Files (x86)\Steinberg\VSTPlugins\Protoverb.dll,VST,u-he,False,Reverb,Reverb,Reverb,Reverb
1003,VST3: PSP Chamber (PSPaudioware.com),C:\Program Files\Common Files\VST3\PSPaudioware\PSP Chamber.vst3,VST3,PSPaudioware.com,False,Reverb,Reverb,Reverb,Reverb
1004,VST3: PSP PianoVerb (PSPaudioware.com),C:\Program Files\Common Files\VST3\PSPaudioware\PSP PianoVerb.vst3,VST3,PSPaudioware.com,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1005,VST3: PSP stepDelay (PSPaudioware.com),C:\Program Files\Common Files\VST3\PSPaudioware\PSP stepDelay.vst3,VST3,PSPaudioware.com,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1006,VST3: PTEq-X (Ignite Amps),C:\Program Files\Common Files\VST3\PTEq-X.vst3,VST3,Ignite Amps,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1007,VST: PTEq-X (Ignite Amps),C:\Program Files\Common Files\VST3\PTEq-X.dll,VST,Ignite Amps,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1008,VST: PurestAir (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestAir64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1009,VST: PurestConsole2Buss (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestConsole2Buss64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
1010,VST: PurestConsole2Channel (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestConsole2Channel64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
1011,VST: PurestConsole3Buss (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestConsole3Buss64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
1012,VST: PurestConsole3Channel (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestConsole3Channel64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
1013,VST: PurestConsoleBuss (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestConsoleBuss64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
1014,VST: PurestConsoleChannel (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestConsoleChannel64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
1015,VST: PurestDrive (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestDrive64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1016,VST: PurestEcho (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestEcho64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Delay,Delay
1017,VST: PurestFade (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestFade64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1018,VST: PurestGain (airwindows),C:\Program Files\Common Files\VST2\Airwindows\PurestGain64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
