idx,name,ident,format,vendor,is_instrument,primary_category,categories,primary_category_v6,categories_v6
1377,JS: 4-Tap Phaser,guitar/phaser,JS,,False,Modulation,Modulation,Amp/Cab/Guitar,Amp/Cab/Guitar; Delay; Modulation
1378,JS: Tremolo,guitar/tremolo,JS,,False,Modulation,Modulation,Amp/Cab/Guitar,Amp/Cab/Guitar; Modulation
1379,JS: Wah-Wah,guitar/wah,JS,,False,Other/Unknown,Other/Unknown,Amp/Cab/Guitar,Amp/Cab/Guitar
1380,JS: DF95 Dynamic Meter v1 (PeakNorm out),IFLS Workbench/DF95_Dynamic_Meter_v1.jsfx,JS,PeakNorm out,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1381,JS: MIDI CC LFO Generator,IX/MIDI_CCRider,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing; Noise/Generator
1382,JS: MIDI Duplicate Note Filter,IX/MIDI_DuplicateFilter,JS,,False,EQ/Filter,EQ/Filter,MIDI/Sequencing,EQ/Filter; MIDI/Sequencing
1383,JS: MIDI Map To Key v2,IX/MIDI_KeyMap,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1384,JS: MIDI Snap To Key,IX/MIDI_KeySnap,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1385,JS: MIDI Router/Transpose,IX/MIDI_Router,JS,,False,Utility/Routing,Utility/Routing,MIDI/Sequencing,MIDI/Sequencing; Utility/Routing
1386,JS: MIDI Tool,IX/MIDI_Tool,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1387,JS: MIDI Tool v2,IX/MIDI_Tool II,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1388,JS: MIDI Pattern/Scale Variation Generator,IX/MIDI_Variant,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing; Noise/Generator
1389,JS: MIDI Velocity Variation Generator,IX/MIDI_Velocifier II,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing; Noise/Generator
1390,JS: MIDI Pitch Wheel LFO,IX/MIDI_Wobulator,JS,,False,Pitch/Time,Pitch/Time,MIDI/Sequencing,MIDI/Sequencing; Pitch/Time
1391,JS: 8x Mono to 1x Stereo Mixer,IX/Mixer_8xM-1xS,JS,,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
1392,JS: 8x Stereo to 1x Stereo Mixer,IX/Mixer_8xS-1xS,JS,,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
1393,JS: Channel Router w/Polarity,IX/PhaseAdjustingRouter,JS,,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1394,JS: Channel Polarity Control,IX/StereoPhaseInvert,JS,,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1395,JS: 8-Channel Input Switcher,IX/Switcher2,JS,,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1396,"JS: SwixMitch (4x Stereo In, 2 Bus X-Fader)",IX/SwixMitch,JS,,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
1397,JS: 3-Band Peak Filter,Liteon/3bandpeakfilter,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1398,JS: Apple 2-Pole Lowpass Filter,Liteon/applefilter12db,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1399,JS: Apple 12-Pole Filter,Liteon/applefilter72db,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1400,JS: Bass Manager/Booster,Liteon/bassmanager,JS,,False,Spatial/Imaging,Spatial/Imaging; EQ/Filter,Spatial/Imaging,Spatial/Imaging; EQ/Filter
1401,JS: Butterworth 4-Pole Filter,Liteon/butterworth24db,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1402,JS: Chebyshev 4-Pole Filter,Liteon/cheby24db,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1403,JS: De-esser,Liteon/deesser,JS,,False,Dynamics,Dynamics,Dynamics,Dynamics
1404,JS: Lorenz Attractor,Liteon/lorenzattractor,JS,,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1405,JS: Moog 4-Pole Filter,Liteon/moog24db,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1406,JS: Non-Linear Processor,Liteon/nonlinear,JS,,False,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion
1407,JS: NP1136 Peak Limiter,Liteon/np1136peaklimiter,JS,,False,Dynamics,Dynamics,Limiter/Clipper,Dynamics; Limiter/Clipper
1408,JS: Pink Noise Generator,Liteon/pinknoisegen,JS,,False,Other/Unknown,Other/Unknown,Noise/Generator,Noise/Generator
1409,JS: Presence EQ,Liteon/presenceeq,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1410,JS: MDA Pseudo-Stereo,Liteon/pseudostereo,JS,,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
1411,JS: RBJ Stereo Image Filter,Liteon/rbjstereofilter12db,JS,,False,EQ/Filter,EQ/Filter|Spatial/Imaging,EQ/Filter,EQ/Filter; Spatial/Imaging
1412,JS: Ring Modulator,Liteon/ringmodulator,JS,,False,Modulation,Modulation,Modulation,Modulation
1413,JS: Shelving Filter,Liteon/shelvingfilter,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1414,JS: Simple 1-Pole Filter,Liteon/simplelp6db,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1415,JS: State Variable Morphing Filter,Liteon/statevariable,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1416,JS: Tilt Equalizer,Liteon/tilteq,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1417,JS: VU Meter,Liteon/vumetergfx,JS,,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1418,JS: VU Meter (Summed),Liteon/vumetergfxsum,JS,Summed,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1419,JS: Multi Waveshaper,Liteon/waveshapermulti,JS,,False,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion
1420,JS: Auto Looper,loopsamplers/autoloop,JS,,False,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing
1421,JS: Granular Loop Sampler,loopsamplers/loopsampler-granul,JS,,True,Instruments,Glitch/Granular/Spectral|Instruments,Instruments,Instruments
1422,JS: Loop Sampler,loopsamplers/loopsampler-m2,JS,,True,Instruments,Instruments,Instruments,Instruments
1423,JS: Loop Sampler w/MIDI Triggers,loopsamplers/loopsampler-m2-midi,JS,,True,Instruments,Instruments,Instruments,Instruments
1424,JS: Super8 MIDI-controlled synchronized looper (Cockos),loopsamplers/super8,JS,Cockos,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1425,JS: 3-Band EQ,loser/3BandEQ,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1426,JS: 3-Band Joiner,loser/3BandJoiner,JS,,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1427,JS: 3-Band Splitter,loser/3BandSplitter,JS,,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1428,JS: 4-Band EQ,loser/4BandEQ,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1429,JS: 4-Band Joiner,loser/4BandJoiner,JS,,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1430,JS: 4-Band Splitter,loser/4BandSplitter,JS,,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1431,JS: 50 Hz Kicker,loser/50HzKicker,JS,,False,Noise/Generator,Noise/Generator,Noise/Generator,Noise/Generator
1432,JS: 5-Band Joiner,loser/5BandJoiner,JS,,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1433,JS: 5-Band Splitter,loser/5BandSplitter,JS,,False,Other/Unknown,Other/Unknown,Utility/Routing,Utility/Routing
1434,JS: Amplitude Modulator,loser/amplitudeModulator,JS,,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1435,JS: Center Canceler,loser/CenterCanceler,JS,,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
1436,JS: Compciter,loser/Compciter,JS,,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1437,JS: Digital Drum Compressor,loser/DDC,JS,,True,Instruments,Instruments,Instruments,Instruments
1438,JS: Digital Versatile Compressor v2,loser/DVC2JS,JS,,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1439,JS: Digital Versatile Compressor,loser/DVCJS,JS,,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1440,JS: Exciter,loser/Exciter,JS,,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1441,JS: Goniometer,loser/gfxGoniometer,JS,,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1442,JS: Master Limiter,loser/masterLimiter,JS,,False,Dynamics,Dynamics,Limiter/Clipper,Dynamics; Limiter/Clipper
1443,JS: MGA JS Limiter,loser/MGA_JSLimiter,JS,,False,Dynamics,Dynamics,Limiter/Clipper,Dynamics; Limiter/Clipper
1444,JS: MGA JS Limiter (Unlinked Stereo),loser/MGA_JSLimiterST,JS,Unlinked Stereo,False,Dynamics,Dynamics|Spatial/Imaging,Limiter/Clipper,Dynamics; Limiter/Clipper; Spatial/Imaging
1445,JS: MIDI EQ Ducker,loser/MIDI_EQ_Ducker,JS,,False,EQ/Filter,EQ/Filter,MIDI/Sequencing,Dynamics; EQ/Filter; MIDI/Sequencing
1446,JS: Channel Phase Meter,loser/phaseMeter,JS,,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1447,JS: Ping Pong Pan,loser/ppp,JS,,False,Delay,Delay|Spatial/Imaging,Delay,Delay; Spatial/Imaging
1448,JS: Saturation,loser/Saturation,JS,,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1449,JS: Simple Peak-1 Limiter,loser/SP1LimiterJS,JS,,False,Dynamics,Dynamics,Limiter/Clipper,Dynamics; Limiter/Clipper
1450,JS: Stereo Upmix,loser/stereo,JS,,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
1451,JS: Stereo Enhancer,loser/stereoEnhancer,JS,,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
1452,JS: Stereo Field Manipulator,loser/StereoField,JS,,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
1453,JS: Channel Time Delayer,loser/TimeDelayer,JS,,False,Other/Unknown,Other/Unknown,Delay,Delay; Pitch/Time
1454,JS: Time Difference Pan,loser/timeDifferencePan,JS,,False,Spatial/Imaging,Spatial/Imaging,Pitch/Time,Pitch/Time; Spatial/Imaging
1455,JS: Transient Controller,loser/TransientController,JS,,False,Dynamics,Dynamics,Transient/Shaper,Dynamics; Transient/Shaper
1456,JS: Transient Killer,loser/TransientKiller,JS,,False,Dynamics,Dynamics,Transient/Shaper,Dynamics; Transient/Shaper
1457,JS: Upward Expander,loser/UpwardExpander,JS,,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1458,JS: Waveshaping Distortion,loser/waveShapingDstr,JS,,False,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion
1459,JS: White Noise Generator,loser/WhiteNoise,JS,,False,Other/Unknown,Other/Unknown,Noise/Generator,Noise/Generator
1460,JS: Zero Crossing Maximizer,loser/ZeroCrossingMaximizer,JS,,False,Dynamics,Dynamics,Limiter/Clipper,Dynamics; Limiter/Clipper
1461,JS: Bit Meter (Cockos),meters/bit_meter,JS,Cockos,False,Metering/Analysis,Metering/Analysis,LoFi/Degrade,LoFi/Degrade; Metering/Analysis
1462,JS: Dynamic Range Meter,meters/dynamics_meter,JS,,False,Metering/Analysis,Metering/Analysis,Dynamics,Dynamics; Metering/Analysis
1463,JS: Audio To MIDI Drum Trigger,midi/drumtrigger,JS,,True,Instruments,Instruments,Instruments,Instruments
1464,JS: MIDI Note-On Delay,midi/midinoteondelay,JS,,False,Delay,Delay,MIDI/Sequencing,Delay; MIDI/Sequencing
1465,JS: MIDI Arpeggiator,midi/midi_arp,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1466,JS: MIDI CC Mapper,midi/midi_CC_mapper,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1467,JS: MIDI Choke,midi/midi_choke,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1468,JS: MIDI Chorderizer,midi/midi_chorderizer,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1469,JS: MIDI Chord In Key,midi/midi_chordkey,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1470,JS: MIDI Delay,midi/midi_delay,JS,,False,Delay,Delay,MIDI/Sequencing,Delay; MIDI/Sequencing
1471,JS: MIDI Logger,midi/midi_logger,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1472,JS: MIDI Map To Key,midi/midi_maptokey,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1473,JS: MIDI Route Note To Channel,midi/midi_note2channel,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1474,JS: MIDI Note Filter,midi/midi_note_filter,JS,,False,EQ/Filter,EQ/Filter,MIDI/Sequencing,EQ/Filter; MIDI/Sequencing
1475,JS: MIDI Note Hold,midi/midi_note_hold,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1476,JS: MIDI Note Repeater,midi/midi_note_repeater,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1477,JS: MIDI note sanitizer,midi/midi_note_sanitizer,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1478,JS: MIDI Transpose Notes,midi/midi_transpose,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1479,JS: MIDI Velocity Control,midi/midi_velocitycontrol,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1480,JS: MTC Logger,midi/mtc_logger,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1481,JS: MIDI Program/Bank Switch on Load,midi/program_bank_onload,JS,,False,Utility/Routing,Utility/Routing,MIDI/Sequencing,MIDI/Sequencing; Utility/Routing
1482,JS: MIDI Sequencer Baby,midi/sequencer_baby,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1483,JS: MIDI Sequencer Baby v2,midi/sequencer_baby_v2,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1484,JS: MIDI Sequencer Megababy,midi/sequencer_megababy,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1485,JS: ADPCM Simulator,misc/adpcm_simulator,JS,,False,LoFi/Degrade,LoFi/Degrade,LoFi/Degrade,LoFi/Degrade
1486,JS: Delay w/Reverseness,misc/reverseness,JS,,False,Delay,Delay,Delay,Delay
1487,JS: Tonifier,misc/tonifier,JS,,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1488,JS: Tonifier v2,misc/tonifier2,JS,,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1489,JS: video sample peeker,misc/video_sample_peeker,JS,,False,Other/Unknown,Other/Unknown,Video/Visual,Video/Visual
1490,JS: Bit Reduction/Dither,old_unsupported/dither,JS,,False,Other/Unknown,Other/Unknown,LoFi/Degrade,LoFi/Degrade
1491,JS: MDCT Shifter,pitch/mdct-shift,JS,,False,Pitch/Time,Pitch/Time,Pitch/Time,Pitch/Time
1492,JS: Pitch an Octave Down,pitch/octavedown,JS,,False,Pitch/Time,Pitch/Time,Pitch/Time,Pitch/Time
1493,JS: Pitch an Octave Up,pitch/octaveup,JS,,False,Pitch/Time,Pitch/Time,Pitch/Time,Pitch/Time
1494,JS: Pitch Down-Shifter 2,pitch/pitch2,JS,,False,Pitch/Time,Pitch/Time,Pitch/Time,Pitch/Time
1495,JS: Pitch Down-Shifter,pitch/pitchdown,JS,,False,Pitch/Time,Pitch/Time,Pitch/Time,Pitch/Time
1496,JS: Pitch Shifter 2,pitch/superpitch,JS,,False,Pitch/Time,Pitch/Time,Pitch/Time,Pitch/Time
1497,JS: Avocado Ducking Glitch Generator,remaincalm_org/avocado_glitch,JS,,False,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Dynamics; Glitch/Granular/Spectral; Noise/Generator
1498,JS: Delay (Floaty),remaincalm_org/floaty_delay,JS,Floaty,False,Delay,Delay,Delay,Delay
1499,JS: Paranoia Mangler,remaincalm_org/paranoia_mangler,JS,,False,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Glitch/Granular/Spectral
1500,JS: Tone Gate,remaincalm_org/tonegate,JS,,False,Dynamics,Dynamics,Gate/TranceGate,Dynamics; Gate/TranceGate
1501,JS: Audio Statistics,schwa/audio_statistics,JS,,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1502,JS: FFT Splitter,schwa/fft_splitter,JS,,False,Other/Unknown,Other/Unknown,Metering/Analysis,Metering/Analysis; Utility/Routing
1503,JS: Gaussian Noise Generator,schwa/gaussian_noise_generator,JS,,False,Other/Unknown,Other/Unknown,Noise/Generator,Noise/Generator
1504,JS: MIDI Examiner,schwa/midi_examine,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1505,JS: MIDI Velocity and Timing Humanizer,schwa/midi_humanizer,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1506,JS: MIDI Modal Randomness,schwa/midi_modal_randomness,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1507,JS: Soft Clipper/Limiter,schwa/soft_clipper,JS,,False,Dynamics,Dynamics,Limiter/Clipper,Dynamics; Limiter/Clipper
1508,JS: 1175 Compressor,sstillwell/1175,JS,,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1509,JS: 3x3 EQ,sstillwell/3x3,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1510,JS: 3x3 EQ (1-Pole Crossover),sstillwell/3x3_6dbSlope,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1511,JS: 4x4 EQ,sstillwell/4x4,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1512,JS: Auto Expander,sstillwell/autoexpand,JS,,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1513,JS: Bad Buss Mojo Waveshaper,sstillwell/badbussmojo,JS,,False,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion
1514,JS: Bad Buss Mojo Waveshaper w/AA,sstillwell/badbussmojo_aa,JS,,False,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion
1515,JS: Chorus (Improved Shaping),sstillwell/chorus,JS,Improved Shaping,False,Modulation,Modulation,Modulation,Modulation
1516,JS: Chorus (Stereo),sstillwell/chorus_stereo,JS,,False,Modulation,Modulation|Spatial/Imaging,Modulation,Modulation
1517,JS: Delay w/Tempo Ping-Pong,sstillwell/delay_pong,JS,,False,Delay,Delay,Delay,Delay
1518,JS: Delay w/Tempo Length,sstillwell/delay_tempo,JS,,False,Delay,Delay,Delay,Delay
1519,JS: Dirt Squeeze Compressor,sstillwell/dirtsqueeze,JS,,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1520,JS: Event Horizon Clipper,sstillwell/eventhorizon,JS,,False,Dynamics,Dynamics,Limiter/Clipper,Dynamics; Limiter/Clipper
1521,JS: Event Horizon Limiter/Clipper,sstillwell/eventhorizon2,JS,,False,Dynamics,Dynamics,Limiter/Clipper,Dynamics; Limiter/Clipper
1522,JS: Exciter (Treble Enhancer),sstillwell/exciter,JS,Treble Enhancer,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1523,JS: Downward Expander,sstillwell/expander,JS,,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1524,JS: Express Bus Compressor,sstillwell/expressbus,JS,,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1525,JS: Fairly Childish Compressor/Limiter,sstillwell/fairlychildish,JS,,False,Dynamics,Dynamics,Limiter/Clipper,Dynamics; Limiter/Clipper
1526,JS: Fairly Childish Stereo Compressor/Limiter,sstillwell/fairlychildish2,JS,,False,Dynamics,Dynamics|Spatial/Imaging,Limiter/Clipper,Dynamics; Limiter/Clipper; Spatial/Imaging
1527,JS: Flange Baby,sstillwell/flangebaby,JS,,False,Modulation,Modulation,Modulation,Modulation
1528,JS: RBJ Highpass/Lowpass Filters,sstillwell/hpflpf,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1529,JS: Huge Booty Bass Enhancer,sstillwell/hugebooty,JS,,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1530,JS: Louderizer,sstillwell/louderizer,JS,,False,Limiter/Clipper,Limiter/Clipper,Limiter/Clipper,Limiter/Clipper
1531,JS: Louderizer LP,sstillwell/louderizer_lpf,JS,,False,Limiter/Clipper,Limiter/Clipper,Limiter/Clipper,Limiter/Clipper
1532,JS: Major Tom Compressor,sstillwell/majortom,JS,,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1533,JS: Master Tom Compressor,sstillwell/mastertom,JS,,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1534,JS: Ozzifier Chorus,sstillwell/ozzifier,JS,,False,Modulation,Modulation,Modulation,Modulation
1535,JS: MIDI Note Randomize,sstillwell/randomizer,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,MIDI/Sequencing
1536,JS: RBJ 1073 EQ,sstillwell/rbj1073,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1537,JS: RBJ 4-Band Semi-Parametric EQ,sstillwell/rbj4eq,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1538,JS: RBJ 7-Band Graphic EQ,sstillwell/rbj7eq,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1539,JS: ReaLoud,sstillwell/realoud,JS,,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1540,JS: ReaLoud LP,sstillwell/realoud_lpf,JS,,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1541,JS: Stereo Width,sstillwell/stereowidth,JS,,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
1542,JS: Thunderkick,sstillwell/thunderkick,JS,,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1543,JS: MIDI Velocity Scaler/Compressor,sstillwell/volscale,JS,,False,Other/Unknown,Other/Unknown,MIDI/Sequencing,Dynamics; MIDI/Sequencing
1544,JS: Subtractive Stereo Enhancer,sstillwell/width,JS,,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
