fx_display,fx_ident,fx_type,base_name,loaded_ok,load_name_used,param_count
,C:\Program Files\Common Files\VST3\Clamp 2.2.0\Clamp.vst3,,,1,VST3: Clamp (Outobugi),12
,C:\Program Files\Common Files\VST3\ClipShifter_x64.vst3,,,1,VST3: ClipShifter (LVC-Audio),67
,C:\Program Files\Common Files\VST3\codec.vst3\Contents\x86_64-win\codec.vst3,,,1,VST3: Codec (Lese),16
,C:\Program Files\Common Files\VST3\CodeRedFree.vst3,,,1,VST3: CodeRedFree (Shattered Glass Audio),23
,C:\Program Files\Common Files\VST3\COMBOX.vst3\Contents\x86_64-win\COMBOX.vst3,,,1,VST3: COMBOX (AnalogObsession),12
,C:\Program Files\Common Files\VST3\Convex.vst3,,,1,VST3: Convex (Glitchmachines),2183
,C:\Program Files\Common Files\VST3\Correlometer.vst3,,,1,VST3: Correlometer (Voxengo),5
,C:\Program Files\Common Files\VST3\Auburn Sounds Couture-64.vst3,,,1,VST3: Couture (Auburn Sounds),25
,C:\Program Files\Common Files\VST3\Cramit.vst3\Contents\x86_64-win\Cramit.vst3,,,1,VST3: Cramit (Sixth Sample),39
,C:\Program Files\Common Files\VST3\Cryogen.vst3,,,1,VST3: Cryogen (Glitchmachines),2216
,C:\Program Files\Common Files\VST3\DC1A3.vst3,,,1,VST3: DC1A3 (Klanghelm),13
,C:\Program Files\Common Files\VST3\Deelay.vst3\Contents\x86_64-win\Deelay.vst3,,,1,VST3: Deelay (Sixth Sample),34
,C:\Program Files\Common Files\VST3\Deft Compressor.vst3,,,1,VST3: Deft Compressor (Voxengo),42
,C:\Program Files\Common Files\VST3\Delay M-ST\Delay M-ST.vst3,,,1,VST3: Delay M-ST (Yuri Semenov),195
,C:\Program Files\Common Files\VST3\Delay ST\Delay ST.vst3,,,1,VST3: Delay ST (Yuri Semenov),195
,C:\Program Files\Common Files\VST3\Distox.vst3\Contents\x86_64-win\Distox.vst3,,,1,VST3: Distox (AnalogObsession),12
,C:\Program Files\Common Files\VST3\Imaginando\DLYM.vst3\Contents\x86_64-win\DLYM.vst3,,,1,VST3: DLYM (Imaginando),21
,C:\Program Files\Common Files\VST3\TBProAudio\dpMeter5.vst3,,,1,VST3: dpMeter5 (TBProAudio) (6ch),59
,C:\Program Files\Common Files\VST3\Driftmaker\Driftmaker.vst3,,,1,VST3: Driftmaker       (Puremagnetik),2090
,C:\Program Files\Common Files\VST3\DS Tantra 2.vst3,,,1,VST3: DS Tantra 2 (Plugin Alliance),2384
,C:\Program Files\Common Files\VST3\Dualcut 1.2.0\Dualcut.vst3,,,1,VST3: Dualcut (Outobugi),11
,C:\Program Files\Common Files\VST3\Dynastia 2.1.1\Dynastia.vst3,,,1,VST3: Dynastia (Outobugi),38
,C:\Program Files\Common Files\VST3\Dynastor 1.1.1\Dynastor.vst3,,,1,VST3: Dynastor (Outobugi),14
,C:\Program Files\Common Files\VST3\Elephant.vst3,,,1,VST3: Elephant (Voxengo),30
,C:\Program Files\Common Files\VST3\Emergence.vst3,,,1,VST3: Emergence (Daniel Gergely),324
,C:\Program Files\Common Files\VST3\EnveLover.vst3,,,1,VST3: EnveLover (Press Play),21
,C:\Program Files\Common Files\VST3\epicCLOUDS (64).vst3,,,1,VST3: epicCLOUDS (Variety Of Sound),2094
,C:\Program Files\Common Files\VST3\EMSFilter_64.vst3,,,1,VST3: EpicMStudios Filter (EpicMStudios),2088
,C:\Program Files\Common Files\VST3\epicPLATEmkII (64).vst3,,,1,VST3: epicPLATEmkII (Variety Of Sound),2097
,C:\Program Files\Common Files\VST3\EQ1979\EQ1979.vst3,,,1,VST3: EQ1979 (Belles Ondes),145
,C:\Program Files\Common Files\VST3\Extend 1.1.0\Extend.vst3,,,1,VST3: Extend (Outobugi),9
,C:\Program Files\Common Files\VST3\fbvc.vst3,,,1,VST3: FBVC (Full Bucket Music),242
,C:\Program Files\Common Files\VST3\FeenstaubHDR (64).vst3,,,1,VST3: FeenstaubHDR (Variety Of Sound),2115
,C:\Program Files\Common Files\VST3\FeenstaubTC (64).vst3,,,1,VST3: FeenstaubTC (Variety Of Sound),2097
,C:\Program Files\Common Files\VST3\FetDrive.vst3\Contents\x86_64-win\FetDrive.vst3,,,1,VST3: FetDrive (AnalogObsession),10
,C:\Program Files\Common Files\VST3\FETish.vst3\Contents\x86_64-win\FETish.vst3,,,1,VST3: FETish (AnalogObsession),20
,C:\Program Files\Common Files\VST3\FetSnap.vst3\Contents\x86_64-win\FetSnap.vst3,,,1,VST3: FetSnap (AnalogObsession),10
,C:\Program Files\Common Files\VST3\Filterjam_x64.vst3,,,1,VST3: Filterjam (AudioThing),10
,C:\Program Files\Common Files\VST3\Filterstep_64.vst3,,,1,VST3: Filterstep_64 (Audiomodern),2096
,C:\Program Files\Common Files\VST3\Filtron.vst3,,,1,VST3: Filtron (Polyverse Music),2128
,C:\Program Files\Common Files\VST3\Fire.vst3,,,1,VST3: Fire (Wings),90
,C:\Program Files\Common Files\VST3\FIVER.vst3,,,1,VST3: FIVER (AnalogObsession),26
,C:\Program Files\Common Files\VST3\FKFX Noise Bleach.vst3,,,1,VST3: FKFX Noise Bleach (FKFX),2105
,C:\Program Files\Common Files\VST3\FlavourMTC (64).vst3,,,1,VST3: FlavourMTC (Variety Of Sound),2102
,C:\Program Files\Common Files\VST3\Flux Mini 2.vst3,,,1,VST3: Flux Mini 2 (Caelum Audio),2903
,C:\Program Files\Common Files\VST3\fogpad.vst3,,,1,VST3: FogPad (igorski.nl),19
,C:\Program Files\Common Files\VST3\Fracture.vst3,,,1,VST3: Fracture (Glitchmachines),2113
,C:\Program Files\Common Files\VST3\FractureXT.vst3,,,1,VST3: FractureXT (Glitchmachines),2154
,C:\Program Files\Common Files\VST3\Free Clip 2.vst3,,,1,VST3: Free Clip 2 (Venn Audio),10
,C:\Program Files\Common Files\VST3\Free Comp.vst3,,,1,VST3: Free Comp (Venn Audio),14
,C:\Program Files\Common Files\VST3\Free Convolve.vst3,,,1,VST3: Free Convolve (Venn Audio),10
,C:\Program Files\Common Files\VST3\Free Delay.vst3,,,1,VST3: Free Delay (Venn Audio),13
,C:\Program Files\Common Files\VST3\Free EQ.vst3,,,1,VST3: Free EQ (Venn Audio),34
,C:\Program Files\Common Files\VST3\Free Gain.vst3,,,1,VST3: Free Gain (Venn Audio),5
,C:\Program Files\Common Files\VST3\Free Meter.vst3,,,1,VST3: Free Meter (Venn Audio),4
,C:\Program Files\Common Files\VST3\Free Tone.vst3,,,1,VST3: Free Tone (Venn Audio),6
,C:\Program Files\Common Files\VST3\Frequalizer.vst3,,,1,VST3: Frequalizer (Foleys Finest),2115
,C:\Program Files\Common Files\VST3\Ohm Force\Frohmager.vst3,,,1,VST3: Frohmager (Ohm Force),2699
,C:\Program Files\Common Files\VST3\D16 Group\Frontier.vst3,,,1,VST3: Frontier (D16 Group Audio Software),2089
,C:\Program Files\Common Files\VST3\freqshifter.vst3,,,1,VST3: Full Bucket Frequency Shifter (Full Bucket Music),20
,C:\Program Files\Common Files\VST3\OT FUNimator x64.vst3,,,1,VST3: FUNimator (3VSTUDIO),2099
,C:\Program Files\Common Files\VST3\Gatelab_64.vst3,,,1,VST3: Gatelab (Audiomodern),2097
,C:\Program Files\Common Files\VST3\grainstrain.vst3,,,1,VST3: Grain Strain (Full Bucket Music),164
,C:\Program Files\Common Files\VST3\TBProAudio\GSatPlus.vst3,,,1,VST3: GSatPlus (TBProAudio),34
,C:\Program Files\Common Files\VST3\HoRNetMagnusLite_x64.vst3,,,1,VST3: HoRNetMagnusLite (HoRNet),7
,C:\Program Files\Common Files\VST3\HY-Filter4 free(x64).vst3,,,1,VST3: HY-Filter4 free (HY-Plugins),29
,C:\Program Files\Common Files\VST3\Hysteresis.vst3,,,1,VST3: Hysteresis (Glitchmachines),2104
,C:\Program Files\Common Files\VST3\Auburn Sounds Inner Pitch 2.vst3\Contents\x86_64-win\Auburn Sounds Inner Pitch 2.vst3,,,1,VST3: Inner Pitch 2 (Auburn Sounds),32
,C:\Program Files\Common Files\VST3\iZotope\Insight 2.vst3,,,1,VST3: Insight 2 (iZotope),5
,C:\Program Files\Common Files\VST3\TBProAudio\ISOL8.vst3,,,1,VST3: ISOL8 (TBProAudio) (2->10ch),34
,C:\Program Files\Common Files\VST3\IVGI2.vst3,,,1,VST3: IVGI2 (Klanghelm),13
,C:\Program Files\Common Files\VST3\JET.vst3\Contents\x86_64-win\JET.vst3,,,1,VST3: JET (Acqua),2101
,C:\Program Files\Common Files\VST3\JETMIX.vst3\Contents\x86_64-win\JETMIX.vst3,,,1,VST3: JETMIX (Acqua),2094
,C:\Program Files\Common Files\VST3\JETMIXZL.vst3\Contents\x86_64-win\JETMIXZL.vst3,,,1,VST3: JETMIXZL (Acqua),2094
,C:\Program Files\Common Files\VST3\JETZL.vst3\Contents\x86_64-win\JETZL.vst3,,,1,VST3: JETZL (Acqua),2101
,C:\Program Files\Common Files\VST3\Karanyi Sounds Wavesurfer.vst3,,,1,VST3: Karanyi Sounds Wavesurfer (Plugin Alliance),41
,C:\Program Files\Common Files\VST3\KClip Zero.vst3\Contents\x86_64-win\KClip Zero.vst3,,,1,VST3: KClip Zero (Kazrog),14
,C:\Program Files\Common Files\VST3\Kilohearts\kHs 3-Band EQ.vst3,,,1,VST3: kHs 3-Band EQ (Kilohearts),2089
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Bitcrush.vst3,,,1,VST3: kHs Bitcrush (Kilohearts),2091
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Channel Mixer.vst3,,,1,VST3: kHs Channel Mixer (Kilohearts),2088
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Chorus.vst3,,,1,VST3: kHs Chorus (Kilohearts),2090
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Clipper.vst3,,,1,VST3: kHs Clipper (Kilohearts),2088
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Comb Filter.vst3,,,1,VST3: kHs Comb Filter (Kilohearts),2088
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Compactor.vst3,,,1,VST3: kHs Compactor (Kilohearts),2092
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Compressor.vst3,,,1,VST3: kHs Compressor (Kilohearts),2090
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Delay.vst3,,,1,VST3: kHs Delay (Kilohearts),2094
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Distortion.vst3,,,1,VST3: kHs Distortion (Kilohearts),2091
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Dual Delay.vst3,,,1,VST3: kHs Dual Delay (Kilohearts),2095
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Dynamics.vst3,,,1,VST3: kHs Dynamics (Kilohearts),2094
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Ensemble.vst3,,,1,VST3: kHs Ensemble (Kilohearts),2089
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Filter.vst3,,,1,VST3: kHs Filter (Kilohearts),2089
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Flanger.vst3,,,1,VST3: kHs Flanger (Kilohearts),2093
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Formant Filter.vst3,,,1,VST3: kHs Formant Filter (Kilohearts),2089
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Frequency Shifter.vst3,,,1,VST3: kHs Frequency Shifter (Kilohearts),2085
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Gain.vst3,,,1,VST3: kHs Gain (Kilohearts),2086
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Gate.vst3,,,1,VST3: kHs Gate (Kilohearts),2092
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Haas.vst3,,,1,VST3: kHs Haas (Kilohearts),2086
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Ladder Filter.vst3,,,1,VST3: kHs Ladder Filter (Kilohearts),2090
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Limiter.vst3,,,1,VST3: kHs Limiter (Kilohearts),2088
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Nonlinear Filter.vst3,,,1,VST3: kHs Nonlinear Filter (Kilohearts),2089
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Phase Distortion.vst3,,,1,VST3: kHs Phase Distortion (Kilohearts),2090
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Phaser.vst3,,,1,VST3: kHs Phaser (Kilohearts),2090
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Pitch Shifter.vst3,,,1,VST3: kHs Pitch Shifter (Kilohearts),2090
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Resonator.vst3,,,1,VST3: kHs Resonator (Kilohearts),2089
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Reverb.vst3,,,1,VST3: kHs Reverb (Kilohearts),2090
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Reverser.vst3,,,1,VST3: kHs Reverser (Kilohearts),2090
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Ring Mod.vst3,,,1,VST3: kHs Ring Mod (Kilohearts),2089
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Shaper.vst3,,,1,VST3: kHs Shaper (Kilohearts),2088
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Stereo.vst3,,,1,VST3: kHs Stereo (Kilohearts),2087
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Tape Stop.vst3,,,1,VST3: kHs Tape Stop (Kilohearts),2088
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Trance Gate.vst3,,,1,VST3: kHs Trance Gate (Kilohearts),2092
,C:\Program Files\Common Files\VST3\Kilohearts\kHs Transient Shaper.vst3,,,1,VST3: kHs Transient Shaper (Kilohearts),2089
,C:\Program Files\Common Files\VST3\Kolin.vst3\Contents\x86_64-win\Kolin.vst3,,,1,VST3: Kolin (AnalogObsession),14
,C:\Program Files\Common Files\VST3\KONSOL.vst3,,,1,VST3: KONSOL (AnalogObsession),14
,C:\Program Files\Common Files\VST3\Diagnostic Studio\Krame\Krame.vst3,,,1,VST3: Krame (Duarte Vinagre),134
,C:\Program Files\Common Files\VST3\Krush.vst3\Contents\x86_64-win\Krush.vst3,,,1,VST3: Krush (Tritik),2108
,C:\Program Files\Common Files\VST3\Lagrange\Lagrange.vst3,,,1,VST3: Lagrange (UrsaDSP),22
,C:\Program Files\Common Files\VST3\LALA.vst3\Contents\x86_64-win\LALA.vst3,,,1,VST3: LALA (AnalogObsession),16
,C:\Program Files\Common Files\VST3\Latency Delay.vst3,,,1,VST3: Latency Delay (Voxengo),13
,C:\Program Files\Common Files\VST3\LatticeReverb.vst3,,,1,VST3: LatticeReverb (Uhhyou),144
,C:\Program Files\Common Files\VST3\Auburn Sounds Lens-64.vst3,,,1,VST3: Lens (Auburn Sounds),137
,C:\Program Files\Common Files\VST3\Lindell 254E.vst3,,,1,VST3: Lindell 254E (Plugin Alliance),18
,C:\Program Files\Common Files\VST3\Lindell 354E.vst3,,,1,VST3: Lindell 354E (Plugin Alliance),43
,C:\Program Files\Common Files\VST3\Lindell 50 Buss.vst3,,,1,VST3: Lindell 50 Buss (Plugin Alliance),14
,C:\Program Files\Common Files\VST3\Lindell 50 Channel.vst3,,,1,VST3: Lindell 50 Channel (Plugin Alliance),75
,C:\Program Files\Common Files\VST3\Lindell 69 Buss.vst3,,,1,VST3: Lindell 69 Buss (Plugin Alliance),14
,C:\Program Files\Common Files\VST3\Lindell 69 Channel.vst3,,,1,VST3: Lindell 69 Channel (Plugin Alliance),47
,C:\Program Files\Common Files\VST3\Lindell 6X-500.vst3,,,1,VST3: Lindell 6X-500 (Plugin Alliance),22
,C:\Program Files\Common Files\VST3\Lindell 7X-500.vst3,,,1,VST3: Lindell 7X-500 (Plugin Alliance),19
,C:\Program Files\Common Files\VST3\Lindell 80 Bus.vst3,,,1,VST3: Lindell 80 Bus (Plugin Alliance),12
,C:\Program Files\Common Files\VST3\Lindell 80 Channel.vst3,,,1,VST3: Lindell 80 Channel (Plugin Alliance),48
,C:\Program Files\Common Files\VST3\Lindell 902 De-esser.vst3,,,1,VST3: Lindell 902 De-esser (Plugin Alliance),15
,C:\Program Files\Common Files\VST3\Lindell ChannelX.vst3,,,1,VST3: Lindell ChannelX (Plugin Alliance),67
,C:\Program Files\Common Files\VST3\Lindell MBC.vst3,,,1,VST3: Lindell MBC (Plugin Alliance),50
,C:\Program Files\Common Files\VST3\Lindell MU-66.vst3,,,1,VST3: Lindell MU-66 (Plugin Alliance),38
,C:\Program Files\Common Files\VST3\Lindell PEX-500.vst3,,,1,VST3: Lindell PEX-500 (Plugin Alliance),35
,C:\Program Files\Common Files\VST3\Lindell SBC.vst3,,,1,VST3: Lindell SBC (Plugin Alliance),27
,C:\Program Files\Common Files\VST3\Lindell TE-100.vst3,,,1,VST3: Lindell TE-100 (Plugin Alliance),29
,C:\Program Files\Common Files\VST3\lkjb_seesaw_x64.vst3,,,1,VST3: lkjb_seesaw (lkjb),7
,C:\Program Files\Common Files\VST3\LOADED.vst3,,,1,VST3: LOADED (AnalogObsession),45
,C:\Program Files\Common Files\VST3\LOADES.vst3,,,1,VST3: LOADES (AnalogObsession),14
,C:\Program Files\Common Files\VST3\LoudMax.vst3,,,1,VST3: LoudMax (Thomas Mundt),9
,C:\Program Files\Common Files\VST3\Love.vst3,,,1,VST3: Love (Dawesome),2148
,C:\Program Files\Common Files\VST3\LOVEND.vst3,,,1,VST3: LOVEND (AnalogObsession),10
,C:\Program Files\Common Files\VST3\viator-LV50A-windows.vst3\Contents\x86_64-win\viator-LV50A.vst3,,,1,VST3: LV-50A (Viator DSP),21
,C:\Program Files\Common Files\VST3\LV50A.vst3,,,1,VST3: LV50A (Viator DSP),19
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MAGC.vst3,,,1,VST3: MAGC (MeldaProduction),144
,C:\Program Files\Common Files\VST3\Magic Dice.vst3\Contents\x86_64-win\Magic Dice.vst3,,,1,VST3: Magic Dice (BABY Audio),6
,C:\Program Files\Common Files\VST3\Magic Switch.vst3\Contents\x86_64-win\Magic Switch.vst3,,,1,VST3: Magic Switch (BABY Audio),6
,C:\Program Files\Common Files\VST3\Malibu.vst3,,,1,VST3: Malibu (VZtec),25
,C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MAmp.vst3,,,1,VST3: MAmp (MeldaProduction),184
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MAnalyzer.vst3,,,1,VST3: MAnalyzer (MeldaProduction),139
,C:\Program Files\Common Files\VST3\Marvel GEQ.vst3,,,1,VST3: Marvel GEQ (Voxengo),39
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MAutoAlign.vst3,,,1,VST3: MAutoAlign (MeldaProduction),145
,C:\Program Files\Common Files\VST3\MeldaProduction\EQ\MAutoDynamicEq.vst3,,,1,VST3: MAutoDynamicEq (MeldaProduction),336
,C:\Program Files\Common Files\VST3\MeldaProduction\EQ\MAutoEqualizerLP.vst3,,,1,VST3: MAutoEqualizerLP (MeldaProduction),223
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MAutopan.vst3,,,1,VST3: MAutopan (MeldaProduction),150
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MAutopanMB.vst3,,,1,VST3: MAutopanMB (MeldaProduction),289
,C:\Program Files\Common Files\VST3\MeldaProduction\Pitch Shift\MAutoPitch.vst3,,,1,VST3: MAutoPitch (MeldaProduction),162
,C:\Program Files\Common Files\VST3\MeldaProduction\Stereo\MAutoStereoFix.vst3,,,1,VST3: MAutoStereoFix (MeldaProduction),169
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MAutoVolume.vst3,,,1,VST3: MAutoVolume (MeldaProduction),191
,C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MBandPass.vst3,,,1,VST3: MBandPass (MeldaProduction),151
,C:\Program Files\Common Files\VST3\MeldaProduction\MBassador.vst3,,,1,VST3: MBassador (MeldaProduction),195
,C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MBitFun.vst3,,,1,VST3: MBitFun (MeldaProduction),231
,C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MBitFunMB.vst3,,,1,VST3: MBitFunMB (MeldaProduction),774
,C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MCabinet.vst3,,,1,VST3: MCabinet (MeldaProduction),372
,C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MCabinetMB.vst3,,,1,VST3: MCabinetMB (MeldaProduction),1612
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MCCGenerator.vst3,,,1,VST3: MCCGenerator (MeldaProduction),182
,C:\Program Files\Common Files\VST3\MeldaProduction\Stereo\MCenter.vst3,,,1,VST3: MCenter (MeldaProduction),153
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MChannelMatrix.vst3,,,1,VST3: MChannelMatrix (MeldaProduction),393
,C:\Program Files\Common Files\VST3\MeldaProduction\MCharacter.vst3,,,1,VST3: MCharacter (MeldaProduction),301
,C:\Program Files\Common Files\VST3\MeldaProduction\Reverb\MCharmVerb.vst3,,,1,VST3: MCharmVerb (MeldaProduction),166
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MChorusMB.vst3,,,1,VST3: MChorusMB (MeldaProduction),353
,C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MComb.vst3,,,1,VST3: MComb (MeldaProduction),204
,C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MCombMB.vst3,,,1,VST3: MCombMB (MeldaProduction),601
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MCompare.vst3,,,1,VST3: MCompare (MeldaProduction),187
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MCompressor.vst3,,,1,VST3: MCompressor (MeldaProduction),153
,C:\Program Files\Common Files\VST3\MeldaProduction\Reverb\MConvolutionEZ.vst3,,,1,VST3: MConvolutionEZ (MeldaProduction),144
,C:\Program Files\Common Files\VST3\MeldaProduction\Reverb\MConvolutionMB.vst3,,,1,VST3: MConvolutionMB (MeldaProduction),204
,C:\Program Files\Common Files\VST3\MeldaProduction\Delay\MDelay.vst3,,,1,VST3: MDelay (MeldaProduction),184
,C:\Program Files\Common Files\VST3\MeldaProduction\Delay\MDelayMB.vst3,,,1,VST3: MDelayMB (MeldaProduction),494
,C:\Program Files\Common Files\VST3\MeldaProduction\Distortion\MDistortionMB.vst3,,,1,VST3: MDistortionMB (MeldaProduction),403
,C:\Program Files\Common Files\VST3\MeldaProduction\Stereo\MDoubleTracker.vst3,,,1,VST3: MDoubleTracker (MeldaProduction),154
,C:\Program Files\Common Files\VST3\MeldaProduction\Stereo\MDoubleTrackerMB.vst3,,,1,VST3: MDoubleTrackerMB (MeldaProduction),206
,C:\Program Files\Common Files\VST3\MeldaProduction\MDrumEnhancer.vst3,,,1,VST3: MDrumEnhancer (MeldaProduction),277
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MDrumLeveler.vst3,,,1,VST3: MDrumLeveler (MeldaProduction),207
,C:\Program Files\Common Files\VST3\MeldaProduction\MDrumReplacer.vst3,,,1,VST3: MDrumReplacer (MeldaProduction),253
,C:\Program Files\Common Files\VST3\MeldaProduction\MDrumStrip.vst3,,,1,VST3: MDrumStrip (MeldaProduction),264
,C:\Program Files\Common Files\VST3\MeldaProduction\EQ\MDynamicEq.vst3,,,1,VST3: MDynamicEq (MeldaProduction),296
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MDynamics.vst3,,,1,VST3: MDynamics (MeldaProduction),242
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MDynamicsMB.vst3,,,1,VST3: MDynamicsMB (MeldaProduction),416
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MDynamicsMBLarge.vst3,,,1,VST3: MDynamicsMBLarge (MeldaProduction),452
,C:\Program Files\Common Files\VST3\MeldaProduction\EQ\MEqualizer.vst3,,,1,VST3: MEqualizer (MeldaProduction),188
,C:\Program Files\Common Files\VST3\MeldaProduction\EQ\MEqualizerLP.vst3,,,1,VST3: MEqualizerLP (MeldaProduction),202
,C:\Program Files\Common Files\VST3\MERICA.vst3\Contents\x86_64-win\MERICA.vst3,,,1,VST3: MERICA (AnalogObsession),15
,C:\Program Files\Steinberg\HALion Sonic\VST3\metronome.vst3,,,1,VST3: Metronome (Steinberg Media Technologies),7
,C:\Program Files\Common Files\VST3\MeldaProduction\Filter\MFilter.vst3,,,1,VST3: MFilter (MeldaProduction),253
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MFlanger.vst3,,,1,VST3: MFlanger (MeldaProduction),160
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MFlangerMB.vst3,,,1,VST3: MFlangerMB (MeldaProduction),317
,C:\Program Files\Common Files\VST3\MeldaProduction\EQ\MFreeformAnalogEq.vst3,,,1,VST3: MFreeformAnalogEq (MeldaProduction),140
,C:\Program Files\Common Files\VST3\MeldaProduction\EQ\MFreeformEqualizer.vst3,,,1,VST3: MFreeformEqualizer (MeldaProduction),143
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MFreeformPhase.vst3,,,1,VST3: MFreeformPhase (MeldaProduction),139
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MFreqShifter.vst3,,,1,VST3: MFreqShifter (MeldaProduction),153
,C:\Program Files\Common Files\VST3\MeldaProduction\Modulation\MFreqShifterMB.vst3,,,1,VST3: MFreqShifterMB (MeldaProduction),307
,C:\Program Files\Common Files\VST3\MeldaProduction\Time\MGranularMB.vst3,,,1,VST3: MGranularMB (MeldaProduction),751
,C:\Program Files\Common Files\VST3\MeldaProduction\MGuitarArchitect.vst3,,,1,VST3: MGuitarArchitect (MeldaProduction),178
,C:\Program Files\Common Files\VST3\MH Thump.vst3\Contents\x86_64-win\MH Thump.vst3,,,1,VST3: MH Thump (Metric Halo),19
,C:\Program Files\Common Files\VST3\MeldaProduction\Pitch Shift\MHarmonizerMB.vst3,,,1,VST3: MHarmonizerMB (MeldaProduction),325
,C:\Program Files\Common Files\VST3\MJUCjr.vst3,,,1,VST3: MJUCjr (Klanghelm),9
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MLimiterMB.vst3,,,1,VST3: MLimiterMB (MeldaProduction),306
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MLimiterX.vst3,,,1,VST3: MLimiterX (MeldaProduction),216
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MLoudnessAnalyzer.vst3,,,1,VST3: MLoudnessAnalyzer (MeldaProduction),143
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MMatcher.vst3,,,1,VST3: MMatcher (MeldaProduction),156
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MMetronome.vst3,,,1,VST3: MMetronome (MeldaProduction),158
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MMicSim.vst3,,,1,VST3: MMicSim (MeldaProduction),140
,C:\Program Files\Common Files\VST3\MeldaProduction\Dynamics\MModernCompressor.vst3,,,1,VST3: MModernCompressor (MeldaProduction),186
,C:\Program Files\Common Files\VST3\MeldaProduction\MMorph.vst3,,,1,VST3: MMorph (MeldaProduction),247
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MMultiAnalyzer.vst3,,,1,VST3: MMultiAnalyzer (MeldaProduction),144
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MNoiseGenerator.vst3,,,1,VST3: MNoiseGenerator (MeldaProduction),192
,C:\Program Files\Common Files\VST3\MeldaProduction\Tools\MNotepad.vst3,,,1,VST3: MNotepad (MeldaProduction),138
